metrics,query,galago,anserini,galago_best,anserini_best,abs_diff
map,enwiki:Rancidification/Rancidification%20pathways/Oxidative%20rancidity,0.0101,0.0303,-0.020200000000000003,0.020200000000000003,0.020200000000000003
map,enwiki:Theophylline/Medical%20uses,0.0182,0.0384,-0.0202,0.0202,0.0202
map,enwiki:Effects%20of%20global%20warming/Temperature%20changes/SRES%20emissions%20scenarios,0.3246,0.3447,-0.02010000000000001,0.02010000000000001,0.02010000000000001
map,enwiki:Supercapacitor/Applications/Energy%20recovery/Gondolas,0.0236,0.0436,-0.02,0.02,0.02
map,enwiki:Weed/Plants%20often%20considered%20to%20be%20weeds,0.0185,0.0385,-0.02,0.02,0.02
map,enwiki:Olive%20oil/History/History%20and%20trade,0.0138,0.0337,-0.0199,0.0199,0.0199
map,enwiki:Killifish/Range%20and%20habitat,0.0217,0.0416,-0.0199,0.0199,0.0199
map,enwiki:Supercapacitor/Applications/Transport/Military,0.0357,0.0556,-0.019899999999999998,0.019899999999999998,0.019899999999999998
map,enwiki:Dehumidifier/Ionic%20membrane%20dehumidification,0.1995,0.2193,-0.019799999999999984,0.019799999999999984,0.019799999999999984
map,enwiki:Electron%20precipitation/Measurement%20Methods/Satellite%20measurements/SABER,0.0714,0.0909,-0.01949999999999999,0.01949999999999999,0.01949999999999999
map,enwiki:Child%20labour/History/The%20Industrial%20Revolution,0.0583,0.0777,-0.01940000000000001,0.01940000000000001,0.01940000000000001
map,enwiki:Geomagnetic%20reversal/Character%20of%20transitions/Duration,0.0139,0.0333,-0.019400000000000004,0.019400000000000004,0.019400000000000004
map,enwiki:Christmas%20pudding/History,0.0098,0.028999999999999998,-0.0192,0.0192,0.0192
map,enwiki:Ionic%20compound/Formation,0.0478,0.0669,-0.0191,0.0191,0.0191
map,enwiki:Kidney%20stone%20disease/Management/Surgery/Ureteroscopic%20surgery,0.0195,0.0386,-0.0191,0.0191,0.0191
map,enwiki:Land%20degradation,0.0124,0.0315,-0.0191,0.0191,0.0191
map,enwiki:Tabasco/Tourism,0.0286,0.0476,-0.019000000000000003,0.019000000000000003,0.019000000000000003
map,enwiki:Radiocarbon%20dating/Measurement%20and%20results/Errors%20and%20reliability,0.1115,0.1305,-0.019000000000000003,0.019000000000000003,0.019000000000000003
map,enwiki:Permaculture/Theory/People%20and%20permaculture,0.0167,0.0357,-0.019000000000000003,0.019000000000000003,0.019000000000000003
map,enwiki:Cocoa%20butter/Physical%20properties,0.0227,0.0417,-0.019,0.019,0.019
map,enwiki:Permaculture/History,0.0069,0.0258,-0.0189,0.0189,0.0189
map,enwiki:Juche/History/Development,0.086,0.1049,-0.0189,0.0189,0.0189
map,enwiki:Migrant%20domestic%20workers/Drivers%20for%20demand%20and%20supply%20for%20migrant%20domestic%20workers/Demand/Discipline%20and%20%E2%80%9Cloyalty%E2%80%9D,0.0312,0.05,-0.018800000000000004,0.018800000000000004,0.018800000000000004
map,enwiki:Global%20catastrophic%20risk/Potential%20sources%20of%20risk,0.0172,0.0357,-0.018500000000000003,0.018500000000000003,0.018500000000000003
map,enwiki:Human%20capital/Criticism,0.0152,0.0337,-0.018500000000000003,0.018500000000000003,0.018500000000000003
map,enwiki:History%20of%20catecholamine%20research,0.0338,0.0523,-0.018500000000000003,0.018500000000000003,0.018500000000000003
map,enwiki:Child%20labour/Child%20labour%20incidents/GAP,0.0453,0.0637,-0.01840000000000001,0.01840000000000001,0.01840000000000001
map,enwiki:Radiocarbon%20dating/Measurement%20and%20results/Accelerator%20mass%20spectrometry,0.0139,0.0323,-0.018400000000000003,0.018400000000000003,0.018400000000000003
map,enwiki:History%20of%20catecholamine%20research/Receptors,0.0228,0.0412,-0.0184,0.0184,0.0184
map,enwiki:Environmental%20effects%20of%20cocoa%20production/Process%20of%20farming,0.0217,0.04,-0.0183,0.0183,0.0183
map,enwiki:Disgust/Neural%20basis/Insula,0.4563,0.4745,-0.018199999999999997,0.018199999999999997,0.018199999999999997
map,enwiki:Antioxidant/Enzyme%20systems/Thioredoxin%20and%20glutathione%20systems,0.0238,0.0419,-0.0181,0.0181,0.0181
map,enwiki:Atmospheric%20entry/Shock%20layer%20gas%20physics/Frozen%20gas%20model,0.375,0.3929,-0.017900000000000027,0.017900000000000027,0.017900000000000027
map,enwiki:Utilitarianism/Criticisms/Aggregating%20utility,0.0168,0.0347,-0.017900000000000003,0.017900000000000003,0.017900000000000003
map,enwiki:Migrant%20domestic%20workers,0.125,0.1429,-0.0179,0.0179,0.0179
map,enwiki:Water%20fluoridation/Controversy,0.0307,0.0486,-0.017899999999999996,0.017899999999999996,0.017899999999999996
map,enwiki:Geomagnetic%20reversal/Geomagnetic%20polarity%20time%20scale/Superchrons,0.0212,0.039,-0.0178,0.0178,0.0178
map,enwiki:Disturbance%20(ecology)/Species%20adapted%20to%20disturbance,0.0142,0.032,-0.0178,0.0178,0.0178
map,enwiki:Gender%20role/Theories%20of%20the%20social%20construction%20of%20gender,0.0186,0.0363,-0.0177,0.0177,0.0177
map,enwiki:Hydrogenation,0.0119,0.0294,-0.017499999999999998,0.017499999999999998,0.017499999999999998
map,enwiki:Insular%20cortex/Function/Emotions,0.0137,0.0311,-0.0174,0.0174,0.0174
map,enwiki:Water%20fluoridation%20controversy/Evidence/Efficacy,0.0354,0.0527,-0.017299999999999996,0.017299999999999996,0.017299999999999996
map,enwiki:Wetland/Hydrology/Soil,0.0213,0.0385,-0.0172,0.0172,0.0172
map,enwiki:Child%20labour,0.0238,0.040999999999999995,-0.0172,0.0172,0.0172
map,enwiki:Probiotic/Research,0.12300000000000001,0.1402,-0.01719999999999999,0.01719999999999999,0.01719999999999999
map,enwiki:Tsunami/Warnings%20and%20predictions,0.0749,0.092,-0.017100000000000004,0.017100000000000004,0.017100000000000004
map,enwiki:Cocoa%20butter/Uses/Personal%20care,0.013999999999999999,0.0311,-0.017099999999999997,0.017099999999999997,0.017099999999999997
map,enwiki:Cardiovascular%20disease/Risk%20factors/Socioeconomic%20disadvantage,0.0385,0.0556,-0.017099999999999997,0.017099999999999997,0.017099999999999997
map,enwiki:IPv4%20address%20exhaustion,0.0118,0.0288,-0.017,0.017,0.017
map,enwiki:Atmospheric%20entry/Blunt%20body%20entry%20vehicles,0.0133,0.0303,-0.017,0.017,0.017
map,enwiki:Health%20effects%20of%20chocolate/Other%20animals,0.0263,0.0433,-0.016999999999999998,0.016999999999999998,0.016999999999999998
map,enwiki:Geomagnetic%20reversal,0.0243,0.0412,-0.016900000000000002,0.016900000000000002,0.016900000000000002
map,enwiki:Effects%20of%20global%20warming/Physical%20impacts/Oceans/Ocean%20temperature%20rise,0.0357,0.0526,-0.0169,0.0169,0.0169
map,enwiki:Radiocarbon%20dating/Dating%20considerations/Isotopic%20fractionation,0.004,0.0208,-0.0168,0.0168,0.0168
map,enwiki:Instant%20coffee/Production/Decaffeination,0.0833,0.1,-0.01670000000000001,0.01670000000000001,0.01670000000000001
map,enwiki:Child%20labour/Causes%20of%20child%20labour/Cultural%20causes,0.0833,0.1,-0.01670000000000001,0.01670000000000001,0.01670000000000001
map,enwiki:Olive%20oil/Uses/Religious%20use,0.0833,0.1,-0.01670000000000001,0.01670000000000001,0.01670000000000001
map,enwiki:Juche/Religious%20features%20of%20Juche/Presence%20of%20a%20Sacred%20Leader,0.2067,0.2234,-0.01669999999999999,0.01669999999999999,0.01669999999999999
map,enwiki:Toilet%20paper%20orientation/Preferences/Noted%20preferences,0.0667,0.0833,-0.016600000000000004,0.016600000000000004,0.016600000000000004
map,enwiki:Satoyama,0.0495,0.0661,-0.016600000000000004,0.016600000000000004,0.016600000000000004
map,enwiki:Glass%20ceiling/History,0.0213,0.0379,-0.016600000000000004,0.016600000000000004,0.016600000000000004
map,enwiki:Utilitarianism/Twentieth-century%20developments/Ideal%20utilitarianism,0.0062,0.0227,-0.0165,0.0165,0.0165
map,enwiki:Global%20catastrophic%20risk/Likelihood,0.0148,0.0313,-0.0165,0.0165,0.0165
map,enwiki:Anti-Slavery%20International/Overview,0.0104,0.0268,-0.0164,0.0164,0.0164
map,enwiki:Anti-Slavery%20International/Current%20projects,0.0075,0.0238,-0.016300000000000002,0.016300000000000002,0.016300000000000002
map,enwiki:Kidney%20stone%20disease/Prevention/Dietary%20measures,0.2614,0.2777,-0.01629999999999998,0.01629999999999998,0.01629999999999998
map,enwiki:Desertification/History,0.0046,0.0208,-0.0162,0.0162,0.0162
map,enwiki:Cocoa%20bean/Chocolate%20production,0.0141,0.0303,-0.0162,0.0162,0.0162
map,enwiki:Atmosphere%20of%20Earth/Structure%20of%20the%20atmosphere/Principal%20layers/Mesosphere,0.0387,0.0549,-0.0162,0.0162,0.0162
map,enwiki:Supercapacitor/Electrical%20parameters/Lifetime,0.01,0.0259,-0.015899999999999997,0.015899999999999997,0.015899999999999997
map,enwiki:Hippocampus/Pathology/Aging,0.0556,0.0714,-0.01580000000000001,0.01580000000000001,0.01580000000000001
map,enwiki:Water%20scarcity/Water%20stress,0.0556,0.0714,-0.01580000000000001,0.01580000000000001,0.01580000000000001
map,enwiki:Hippocampus/Physiology/Sharp%20waves,0.2727,0.2885,-0.01579999999999998,0.01579999999999998,0.01579999999999998
map,enwiki:Precipitation/Causes/Orographic%20effects,0.0065,0.0222,-0.015700000000000002,0.015700000000000002,0.015700000000000002
map,enwiki:Electron%20precipitation/History,0.0256,0.0413,-0.015700000000000002,0.015700000000000002,0.015700000000000002
map,enwiki:Fair%20trade%20cocoa/Company%20Responses%20to%20the%20Fair%20Trade%20Cocoa%20Movement/Endangered%20Species%20Chocolate,0.5278,0.5435,-0.015699999999999936,0.015699999999999936,0.015699999999999936
map,enwiki:Global%20catastrophic%20risk/Potential%20sources%20of%20risk/Anthropogenic/Biotechnology,0.0406,0.0562,-0.015600000000000003,0.015600000000000003,0.015600000000000003
map,enwiki:Drinking%20water/Requirements,0.038,0.0536,-0.015600000000000003,0.015600000000000003,0.015600000000000003
map,enwiki:Bagel/Varieties,0.0967,0.1123,-0.015600000000000003,0.015600000000000003,0.015600000000000003
map,enwiki:Meantone%20temperament/Wolf%20intervals,0.0175,0.033,-0.0155,0.0155,0.0155
map,enwiki:Water%20cycle/History%20of%20hydrologic%20cycle%20theory/Precipitation%20alone,0.0209,0.0362,-0.015300000000000003,0.015300000000000003,0.015300000000000003
map,enwiki:Aquaculture%20of%20salmonids/Methods/Hatcheries,0.0207,0.036000000000000004,-0.015299999999999998,0.015299999999999998,0.015299999999999998
map,enwiki:Hadley%20cell/Mechanism,0.0086,0.0238,-0.015200000000000003,0.015200000000000003,0.015200000000000003
map,enwiki:Integrated%20landscape%20management/Relevance%20to%20international%20commitments,0.0401,0.0553,-0.015200000000000003,0.015200000000000003,0.015200000000000003
map,enwiki:IPv4%20address%20exhaustion/Long-term%20solution,0.0233,0.0385,-0.015199999999999997,0.015199999999999997,0.015199999999999997
map,enwiki:Cardiovascular%20disease/Risk%20factors/Tobacco,0.0233,0.0385,-0.015199999999999997,0.015199999999999997,0.015199999999999997
map,enwiki:Perception/Theories/Evolutionary%20psychology%20(EP)%20and%20perception,0.0091,0.0243,-0.015199999999999997,0.015199999999999997,0.015199999999999997
map,enwiki:Electric%20car/Performance/Acceleration%20and%20drivetrain%20design,0.0197,0.0348,-0.0151,0.0151,0.0151
map,enwiki:Cocoa%20bean/Production/Harvest%20processing,0.017,0.0321,-0.015099999999999997,0.015099999999999997,0.015099999999999997
map,enwiki:Water%20fluoridation/Implementation/Occurrences,0.0294,0.0444,-0.015000000000000003,0.015000000000000003,0.015000000000000003
map,enwiki:Deforestation/Control/Forest%20management/Sustainable%20practices,0.0128,0.0278,-0.014999999999999998,0.014999999999999998,0.014999999999999998
map,enwiki:Division%20of%20labour/Theorists/Immanuel%20Kant,0.0011,0.0159,-0.0148,0.0148,0.0148
map,enwiki:Supercapacitor/Basics/Capacitance%20distribution,0.0222,0.037000000000000005,-0.014799999999999997,0.014799999999999997,0.014799999999999997
map,enwiki:Homeostasis/History%20of%20discovery,0.0104,0.025,-0.014600000000000004,0.014600000000000004,0.014600000000000004
map,enwiki:Olfaction/Olfactory%20coding%20and%20perception,0.0077,0.0223,-0.0146,0.0146,0.0146
map,enwiki:Global%20catastrophic%20risk/Potential%20sources%20of%20risk/Anthropogenic/Artificial%20intelligence,0.0111,0.0256,-0.0145,0.0145,0.0145
map,enwiki:Wetland/Valuation/Monitoring,0.0598,0.0742,-0.014400000000000003,0.014400000000000003,0.014400000000000003
map,enwiki:Homeostasis/Examples%20of%20some%20of%20the%20better%20understood%20physiological%20homeostats/The%20volume%20of%20body%20water%20homeostat,0.0147,0.028999999999999998,-0.014300000000000004,0.014300000000000004,0.014300000000000004
map,enwiki:Kidney%20stone%20disease/Prevention/Urine%20alkalinization,0.0088,0.0231,-0.014299999999999997,0.014299999999999997,0.014299999999999997
map,enwiki:Traveler's%20diarrhea/Treatment/Antibiotics,0.0406,0.0548,-0.014200000000000003,0.014200000000000003,0.014200000000000003
map,enwiki:Effects%20of%20global%20warming/Physical%20impacts/Oceans/Acidification,0.0085,0.0227,-0.0142,0.0142,0.0142
map,enwiki:Atmosphere%20of%20Earth/Optical%20properties/Refractive%20index,0.0152,0.0294,-0.0142,0.0142,0.0142
map,enwiki:Cardiovascular%20disease/Prevention/Medication,0.0092,0.0233,-0.0141,0.0141,0.0141
map,enwiki:History%20of%20catecholamine%20research/Noradrenaline,0.019,0.033,-0.014000000000000002,0.014000000000000002,0.014000000000000002
map,enwiki:Gustatory%20cortex/Chemosensory%20neurons,0.0769,0.0909,-0.014,0.014,0.014
map,enwiki:Hot%20chocolate/Terminology,0.2778,0.2917,-0.013900000000000023,0.013900000000000023,0.013900000000000023
map,enwiki:Cardiovascular%20disease,0.002,0.0159,-0.0139,0.0139,0.0139
map,enwiki:Probiotic/Research/Vitamin%20production,0.1111,0.125,-0.013899999999999996,0.013899999999999996,0.013899999999999996
map,enwiki:Drinking%20bird/Physical%20and%20chemical%20principles,0.0417,0.0556,-0.013899999999999996,0.013899999999999996,0.013899999999999996
map,enwiki:Hydrogenation/Process/Transfer%20hydrogenation,0.0388,0.0527,-0.013899999999999996,0.013899999999999996,0.013899999999999996
map,enwiki:Desertification/Areas%20affected,0.0599,0.0737,-0.0138,0.0138,0.0138
map,enwiki:Yellowstone%20National%20Park/History/Later%20history,0.0063,0.0201,-0.0138,0.0138,0.0138
map,enwiki:Utilitarianism/Criticisms/Demandingness%20objection,0.0404,0.0541,-0.013700000000000004,0.013700000000000004,0.013700000000000004
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Pseudomonas%20aeruginosa,0.008,0.0217,-0.0137,0.0137,0.0137
map,enwiki:Precipitation/Measurement/Satellite%20data%20sets,0.0456,0.0593,-0.013699999999999995,0.013699999999999995,0.013699999999999995
map,enwiki:Environmental%20issues%20in%20the%20Niger%20Delta/Natural%20gas%20flaring,0.0206,0.034,-0.013400000000000002,0.013400000000000002,0.013400000000000002
map,enwiki:Storm%20surge/Measuring%20surge,0.34299999999999997,0.3564,-0.01339999999999997,0.01339999999999997,0.01339999999999997
map,enwiki:Disgust/Evolutionary%20significance/Domains%20of%20disgust,0.1765,0.1898,-0.013300000000000006,0.013300000000000006,0.013300000000000006
map,enwiki:Electric%20car/Safety/Hazard%20to%20pedestrians,0.0124,0.0257,-0.0133,0.0133,0.0133
map,enwiki:Atmospheric%20entry/Selected%20atmospheric%20re-entries,0.0046,0.0179,-0.0133,0.0133,0.0133
map,enwiki:Water%20scarcity/Physical%20and%20economic%20scarcity,0.0839,0.0972,-0.013299999999999992,0.013299999999999992,0.013299999999999992
map,enwiki:Child%20labour/Child%20Labour%20by%20country/Africa,0.0137,0.0269,-0.0132,0.0132,0.0132
map,enwiki:Natural%20resource,0.0035,0.0165,-0.013,0.013,0.013
map,enwiki:Desertification/Countermeasures%20and%20prevention,0.024,0.037000000000000005,-0.012999999999999998,0.012999999999999998,0.012999999999999998
map,enwiki:Kidney%20stone%20disease/Pathophysiology/Inhibitors%20of%20stone%20formation,0.0027,0.0156,-0.012899999999999998,0.012899999999999998,0.012899999999999998
map,enwiki:Supernova/Classification/Type%20II,0.0153,0.027999999999999997,-0.0127,0.0127,0.0127
map,enwiki:Gender%20role/Cultures/Studies%20on%20marriage%20in%20the%20U.S.,0.0155,0.0282,-0.0127,0.0127,0.0127
map,enwiki:Utilitarianism/Etymology,0.0111,0.0238,-0.0127,0.0127,0.0127
map,enwiki:Bagel/Preparation%20and%20preservation,0.0287,0.0413,-0.012600000000000005,0.012600000000000005,0.012600000000000005
map,enwiki:Malolactic%20fermentation/Preventing%20MLF,0.2591,0.2717,-0.0126,0.0126,0.0126
map,enwiki:Supercapacitor/Applications/Transport/Bus/tram,0.04,0.0526,-0.0126,0.0126,0.0126
map,enwiki:Supercapacitor/Applications/Energy%20recovery/Buses,0.0178,0.0303,-0.0125,0.0125,0.0125
map,enwiki:Probiotic/Research/Lactose%20intolerance,0.0088,0.0213,-0.0125,0.0125,0.0125
map,enwiki:Human%20trafficking/Consequences/Psychological%20consequences/Short-term%20psychological%20impact,0.0204,0.0329,-0.012499999999999995,0.012499999999999995,0.012499999999999995
map,enwiki:Wetland/List%20of%20wetland%20types,0.0084,0.0208,-0.0124,0.0124,0.0124
map,enwiki:Coevolution/Coevolution%20outside%20biology/Architecture,0.0043,0.0167,-0.0124,0.0124,0.0124
map,enwiki:Traction%20motor/Transportation%20applications/Railways/Automatic%20acceleration,0.0076,0.02,-0.0124,0.0124,0.0124
map,enwiki:Tsunami,0.0108,0.0232,-0.012399999999999998,0.012399999999999998,0.012399999999999998
map,enwiki:Mexican%20cuisine,0.0031,0.0154,-0.0123,0.0123,0.0123
map,enwiki:Antioxidant/Oxidative%20stress%20in%20disease,0.0122,0.0245,-0.0123,0.0123,0.0123
map,enwiki:Invasive%20species/Effects/Economic/Tourism%20and%20recreation,0.0312,0.0435,-0.012299999999999998,0.012299999999999998,0.012299999999999998
map,enwiki:Supercapacitor/Materials/Electrodes/Electrolytes,0.0476,0.0599,-0.012299999999999998,0.012299999999999998,0.012299999999999998
map,enwiki:Utilitarianism/Twentieth-century%20developments/Act%20and%20rule%20utilitarianism,0.0817,0.0939,-0.012200000000000004,0.012200000000000004,0.012200000000000004
map,enwiki:Capsaicin/Natural%20function,0.3491,0.3613,-0.012199999999999987,0.012199999999999987,0.012199999999999987
map,enwiki:Migrant%20domestic%20workers/Vulnerability%20to%20abuse/Working%20conditions,0.1225,0.1347,-0.012199999999999987,0.012199999999999987,0.012199999999999987
map,enwiki:Geomagnetic%20reversal/Geomagnetic%20polarity%20time%20scale/Statistical%20properties%20of%20reversals,0.0092,0.0213,-0.0121,0.0121,0.0121
map,enwiki:Wetland/Hydrology/Role%20of%20salinity,0.0435,0.0556,-0.0121,0.0121,0.0121
map,enwiki:Instant%20coffee/Composition,0.0151,0.0271,-0.012,0.012,0.012
map,enwiki:Probiotic/Research/Cholesterol,0.0931,0.1051,-0.011999999999999995,0.011999999999999995,0.011999999999999995
map,enwiki:Taste/Basic%20tastes/Umami,0.0273,0.0392,-0.011899999999999996,0.011899999999999996,0.011899999999999996
map,enwiki:Distilled%20water/Applications,0.0162,0.0279,-0.011700000000000002,0.011700000000000002,0.011700000000000002
map,enwiki:Hybrid%20electric%20vehicle/Hybrid%20premium%20and%20showroom%20cost%20parity,0.1762,0.1878,-0.0116,0.0116,0.0116
map,enwiki:Human%20trafficking/Criticism/Problems%20with%20statistics%20and%20data,0.0096,0.0212,-0.0116,0.0116,0.0116
map,enwiki:Avocado/Culinary%20uses,0.0274,0.039,-0.0116,0.0116,0.0116
map,enwiki:Killifish/Diet,0.0135,0.025,-0.011500000000000002,0.011500000000000002,0.011500000000000002
map,enwiki:Electric%20car,0.0568,0.0683,-0.011499999999999995,0.011499999999999995,0.011499999999999995
map,enwiki:Cocoa%20butter/Extraction%20and%20composition,0.527,0.5385,-0.011499999999999956,0.011499999999999956,0.011499999999999956
map,enwiki:Urban%20sprawl/Alternative%20development%20styles,0.0045,0.0159,-0.0114,0.0114,0.0114
map,enwiki:Urban%20sprawl/Effects/Health,0.0053,0.0167,-0.0114,0.0114,0.0114
map,enwiki:Librarianship%20and%20human%20rights/Philosophy%20of%20American%20librarianship%20related%20to%20human%20rights/Other%20expressions%20of%20library%20philosophy%20linked%20to%20human%20rights,0.0286,0.04,-0.0114,0.0114,0.0114
map,enwiki:Deforestation,0.0052,0.0166,-0.0114,0.0114,0.0114
map,enwiki:Fair%20trade%20cocoa/Fair%20Trade%20Cocoa%20Products%20in%20the%20United%20States,0.368,0.3793,-0.01130000000000003,0.01130000000000003,0.01130000000000003
map,enwiki:Dehumidifier/Condensate/Disposal,0.2147,0.226,-0.011300000000000004,0.011300000000000004,0.011300000000000004
map,enwiki:Probiotic/Commercial%20probiotics/Labeling,0.0051,0.0164,-0.0113,0.0113,0.0113
map,enwiki:Environmental%20issues%20in%20the%20Niger%20Delta/Depletion%20of%20fish%20populations,0.02,0.0313,-0.0113,0.0113,0.0113
map,enwiki:Permaculture/Core%20tenets%20and%20principles%20of%20design,0.6911,0.7024,-0.011299999999999977,0.011299999999999977,0.011299999999999977
map,enwiki:Purified%20water/Purification%20methods/Demineralization,0.0233,0.0345,-0.011200000000000002,0.011200000000000002,0.011200000000000002
map,enwiki:Organic%20farming/Methods/Weed%20management,0.0326,0.0438,-0.011200000000000002,0.011200000000000002,0.011200000000000002
map,enwiki:Mexican%20cuisine/Food%20and%20society/Street%20food,0.0078,0.019,-0.0112,0.0112,0.0112
map,enwiki:Electric%20car/Infrastructure/Charging%20station/Connectors,0.0139,0.025,-0.011100000000000002,0.011100000000000002,0.011100000000000002
map,enwiki:World%20Health%20Organization/Controversies/Diet%20and%20sugar%20intake,0.0556,0.0667,-0.0111,0.0111,0.0111
map,enwiki:Supernova/Current%20models/Progenitor,0.2553,0.2664,-0.0111,0.0111,0.0111
map,enwiki:Precipitation/Changes%20due%20to%20urban%20heat%20island,0.0213,0.0323,-0.011000000000000005,0.011000000000000005,0.011000000000000005
map,enwiki:Water%20cycle/Changes%20over%20time,0.016,0.0269,-0.0109,0.0109,0.0109
map,enwiki:Cocoa%20bean/Production/Harvesting,0.0044,0.0153,-0.0109,0.0109,0.0109
map,enwiki:Taste/Basic%20tastes/Sourness,0.0292,0.0401,-0.010899999999999995,0.010899999999999995,0.010899999999999995
map,enwiki:Olfaction/Interactions%20with%20other%20senses/Audition,0.0143,0.025,-0.0107,0.0107,0.0107
map,enwiki:Kidney%20stone%20disease/Diagnosis/Classification/Location,0.0034,0.0141,-0.0107,0.0107,0.0107
map,enwiki:Hot%20chocolate/Usage,0.0052,0.0159,-0.0107,0.0107,0.0107
map,enwiki:Cardiovascular%20disease/Pathophysiology,0.0052,0.0159,-0.0107,0.0107,0.0107
map,enwiki:Management%20of%20dehydration/Children,0.0086,0.0192,-0.010599999999999998,0.010599999999999998,0.010599999999999998
map,enwiki:Water%20scarcity/Depletion%20of%20freshwater%20resources,0.0172,0.0278,-0.010599999999999998,0.010599999999999998,0.010599999999999998
map,enwiki:Beach%20nourishment/Measuring%20project%20impact,0.3485,0.359,-0.01050000000000001,0.01050000000000001,0.01050000000000001
map,enwiki:Yellowstone%20National%20Park,0.0023,0.0128,-0.0105,0.0105,0.0105
map,enwiki:Toilet%20paper%20orientation/Context%20and%20relevance,0.0086,0.0191,-0.0105,0.0105,0.0105
map,enwiki:Hydrogenation/Equipment%20used%20for%20hydrogenation/Industrial%20reactors,0.0318,0.0423,-0.010499999999999995,0.010499999999999995,0.010499999999999995
map,enwiki:Coffee%20preparation/Brewing/Steeping,0.0182,0.0286,-0.0104,0.0104,0.0104
map,enwiki:Desertification,0.0023,0.0127,-0.0104,0.0104,0.0104
map,enwiki:Supernova/Current%20models/Light%20curves,0.0695,0.0799,-0.010399999999999993,0.010399999999999993,0.010399999999999993
map,enwiki:Avocado/Cultivation/Cultivation%20in%20Peru,0.1878,0.1981,-0.010300000000000005,0.010300000000000005,0.010300000000000005
map,enwiki:Atmosphere%20of%20Earth/Optical%20properties/Scattering,0.0175,0.0278,-0.010299999999999995,0.010299999999999995,0.010299999999999995
map,enwiki:Probiotic/History,0.1437,0.1539,-0.010200000000000016,0.010200000000000016,0.010200000000000016
map,enwiki:Capsaicin/Capsaicinoids,0.0616,0.0718,-0.0102,0.0102,0.0102
map,enwiki:Yellowstone%20National%20Park/Forest%20fires,0.0044,0.0146,-0.0102,0.0102,0.0102
map,enwiki:Land%20degradation/Measures,0.0117,0.0219,-0.0102,0.0102,0.0102
map,enwiki:Disgust/Political%20and%20legal%20aspects%20of%20disgust,0.2808,0.29100000000000004,-0.010199999999999987,0.010199999999999987,0.010199999999999987
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Observed%20impacts,0.0143,0.0244,-0.0101,0.0101,0.0101
map,enwiki:Instant%20coffee/Use/As%20food,0.0136,0.0237,-0.0101,0.0101,0.0101
map,enwiki:Sustainability,0.0289,0.0389,-0.009999999999999998,0.009999999999999998,0.009999999999999998
map,enwiki:Instant%20coffee/Health%20hazards/Carcinogenicity,0.0103,0.0203,-0.009999999999999998,0.009999999999999998,0.009999999999999998
map,enwiki:Gender%20identity/Factors%20influencing%20formation/Nature%20vs.%20nurture,0.3564,0.3663,-0.00990000000000002,0.00990000000000002,0.00990000000000002
map,enwiki:Human%20rights%20in%20Brazil/Indigenous%20violence,0.0246,0.0345,-0.009900000000000004,0.009900000000000004,0.009900000000000004
map,enwiki:Hippocampus,0.0051,0.015,-0.0099,0.0099,0.0099
map,enwiki:Coffee%20preparation/Brewing/Filtration%20methods,0.1114,0.1212,-0.009800000000000005,0.009800000000000005,0.009800000000000005
map,enwiki:Supernova/Current%20models/Thermal%20runaway/Normal%20Type%20Ia,0.0054,0.0152,-0.0098,0.0098,0.0098
map,enwiki:Child%20labour/Child%20Labour%20by%20country/Ireland,0.0077,0.0175,-0.0098,0.0098,0.0098
map,enwiki:Atmospheric%20entry/Notable%20atmospheric%20entry%20accidents,0.004,0.0137,-0.0097,0.0097,0.0097
map,enwiki:Atmosphere%20of%20Earth/Structure%20of%20the%20atmosphere/Principal%20layers/Thermosphere,0.0159,0.0256,-0.0097,0.0097,0.0097
map,enwiki:Water%20fluoridation/History,0.1841,0.1938,-0.009699999999999986,0.009699999999999986,0.009699999999999986
map,enwiki:Yellowstone%20National%20Park/Climate,0.0038,0.0134,-0.0096,0.0096,0.0096
map,enwiki:Aquaculture%20of%20salmonids/Methods/Feeding,0.0082,0.0178,-0.0096,0.0096,0.0096
map,enwiki:Atmospheric%20entry/Uncontrolled%20and%20unprotected%20reentries,0.0026,0.0121,-0.0095,0.0095,0.0095
map,enwiki:Supercapacitor/Electrical%20parameters/Internal%20resistance,0.006,0.0155,-0.0095,0.0095,0.0095
map,enwiki:Onboarding/Antecedents%20of%20success/Organization%20socialization%20efforts/Socialization%20tactics,0.0254,0.0349,-0.0095,0.0095,0.0095
map,enwiki:Invasive%20species/Effects/Biodiversity/Genetic%20pollution,0.0149,0.0244,-0.0095,0.0095,0.0095
map,enwiki:Gender%20role/Background,0.0154,0.0249,-0.009499999999999998,0.009499999999999998,0.009499999999999998
map,enwiki:Fudge/Chemistry,0.011000000000000001,0.0204,-0.009400000000000002,0.009400000000000002,0.009400000000000002
map,enwiki:Storm%20surge,0.0033,0.0127,-0.0094,0.0094,0.0094
map,enwiki:Mexican%20cuisine/Regional%20cuisines/Veracruz,0.0034,0.0128,-0.0094,0.0094,0.0094
map,enwiki:Coconut%20oil/Uses/Personal%20uses,0.0098,0.0192,-0.0094,0.0094,0.0094
map,enwiki:Land%20degradation/Different%20types,0.193,0.2024,-0.009399999999999992,0.009399999999999992,0.009399999999999992
